"x","y"
-40.171, 0.13872
-30.271, 0.40367
-20.08, 0.77965
-9.889, 1.019
-0.28025, 1.0078
 9.6197, 0.84281
 20.102, 0.65794
 30.293, 0.51293
 40.193, 0.43054
 50.093, 0.39371
 59.993, 0.35403
