"x","y"
-99.89, 0.97613
-89.775, 0.93683
-79.844, 0.96594
-70.097, 0.92518
-59.982, 0.84803
-49.867, 0.77089
-39.936, 0.69374
-30.189, 0.6559
-20.257, 0.57438
-9.9586, 0.49869
-0.21149, 0.43028
 9.9034, 0.3706
 20.018, 0.30364
 29.582, 0.23668
 39.88, 0.18719
 49.811, 0.1377
 59.926, 0.076565
 69.674, 0.011063
 79.421,-0.0020378
