"x","y"
-39.345, 0.11239
-29.137, 0.27397
-19.363, 0.56481
-9.5891, 0.82873
 0.619, 0.95081
 10.393, 0.98133
 20.384, 0.97594
 30.157, 0.94722
 40.366, 0.93106
 50.139, 0.90952
 60.13, 0.89515
