"x","y"
-139.98, 0.8786
-129.5, 0.96448
-119.94, 0.98923
-110, 0.94847
-99.706, 0.85095
-89.959, 0.7345
-80.028, 0.5933
-70.097, 0.47686
-59.982, 0.35022
-49.867, 0.2556
-40.303, 0.1901
-30.189, 0.14352
-20.074, 0.10422
-10.143, 0.070742
-0.027586, 0.045997
 9.7195, 0.029985
 20.018, 0.018341
 29.766, 0.002329
