"x","y"
-100.48,-0.54377
-90.222,-0.15932
-80.355, 0.26417
-70.192, 0.55205
-60.227, 0.77418
-50.36, 0.92233
-40.296, 1.0006
-30.331, 0.98233
-20.168, 0.88801
-10.301, 0.74849
-0.33547, 0.60486
