Time,vM,ikr
0.0,-87.71357274576718,-4.0737788402031803e-05
0.17501536569408044,-87.71359728342406,-4.0694667814415136e-05
0.3500307313881609,-87.71362179899799,-4.065158806914433e-05
0.8797211643391889,-87.71369586164283,-4.052145477762879e-05
1.4094115972902168,-87.71376974497555,-4.0391641899397595e-05
1.9391020302412447,-87.71384343441248,-4.0262184036604656e-05
2.4687924631922726,-87.71391692542834,-4.013309223190322e-05
3.5104749204159336,-87.71406086926925,-3.988029988290503e-05
5.526856510536357,-87.71433731901287,-3.9395009208638224e-05
8.727926865946767,-87.71477034392817,-3.863543291343133e-05
11.928997221357177,-87.71519627395713,-3.788906008165928e-05
15.130067576767587,-87.71561521355763,-3.71557349176063e-05
18.331137932178,-87.71602726815962,-3.643529052200803e-05
20.0,-87.71623940180471,-3.606471998977687e-05
20.000037004752514,-87.71327905162669,-3.555498107144336e-05
20.000074009505028,-87.71031872677894,-3.504525179271325e-05
20.000171319433832,-87.70253419472758,-3.370488222937814e-05
20.000268629362637,-87.69474981814899,-3.236457595432051e-05
20.00036593929144,-87.68696560985173,-3.102433518730334e-05
20.000463249220246,-87.67918157398715,-2.9684160657277584e-05
20.000673793633165,-87.66234025770653,-2.678472271874971e-05
20.001155196978548,-87.62383615779385,-2.0156416351562823e-05
20.00163660032393,-87.58533629235761,-1.352973634538137e-05
20.002118003669313,-87.54684064235946,-6.904681139471553e-06
20.002599407014696,-87.5083491872533,-2.812489180538793e-07
20.0036047361306,-87.42797974633338,1.3545440588117427e-05
20.004610065246506,-87.34762832257435,2.736507647898218e-05
20.00561539436241,-87.26729472767322,4.117767530260574e-05
20.006620723478317,-87.18697876486762,5.4983254973438595e-05
20.008253854339582,-87.0565446714963,7.739513986169345e-05
20.009886985200847,-86.926155777695,9.978861909732789e-05
20.011520116062112,-86.7958112748882,0.0001221637619658436
20.013153246923377,-86.66551036234598,0.00014452063577860184
20.01478637778464,-86.53525224530802,0.00016685930619205253
20.016419508645907,-86.40503613455525,0.00018917983727787934
20.01805263950717,-86.27486124649633,0.0002114822915047951
20.019685770368437,-86.1447268033208,0.00023376672970895577
20.022199827720428,-85.94447386639416,0.0002680365298936532
20.02471388507242,-85.74431215879031,0.0003022639840146671
20.02722794242441,-85.54423892429955,0.000336449291044033
20.0297419997764,-85.34425144268484,0.000370592640093358
20.03408907336299,-84.99864620777535,0.00042953165891244547
20.037089937995866,-84.76020633709277,0.0004701459184380194
20.040090802628743,-84.52187392440524,0.0005107013200776312
20.04309166726162,-84.28364464457086,0.0005511981016307209
20.046092531894498,-84.04551424674067,0.0005916364803443119
20.049093396527375,-83.80747855511403,0.0006320166527260177
20.052094261160253,-83.56953346946716,0.0006723387943970611
20.05509512579313,-83.3316749656828,0.0007126030599464896
20.059640555737204,-82.9715451936039,0.0007734816803490624
20.064185985681277,-82.6115916509614,0.0008342281846024781
20.06873141562535,-82.25180136548704,0.0008948428300274655
20.073276845569424,-81.892161776072,0.0009553257600866517
20.077822275513498,-81.53266073390633,0.0010156770038207944
20.08236770545757,-81.17328650229024,0.001075896475526558
20.086913135401645,-80.81402775571523,0.001135983974574369
20.094281589612102,-80.23186216116663,0.0012331087120578288
20.10165004382256,-79.64992727300607,0.0013298837874749251
20.109018498033016,-79.06818163513844,0.0014263064248547991
20.110614266692526,-78.94221547115946,0.0014471416868843611
20.116386952243474,-78.48658651591225,0.0015223730636409057
20.12375540645393,-77.90510584403683,0.0016180793668355076
20.13112386066439,-77.32370613597892,0.001713420230817554
20.138492314874846,-76.7423564155768,0.001808389796699305
20.145860769085303,-76.16102812535186,0.0019029814632912168
20.15322922329576,-75.57969503030301,0.0019971879015265584
20.160597677506217,-74.99833311615923,0.0020910010700045706
20.167966131716675,-74.41692048378859,0.002184412231362083
20.175334585927132,-73.83543724049805,0.0022774119693434627
20.18270304013759,-73.2538653885667,0.002369990206502222
20.190071494348047,-72.67218871173381,0.002462136222406651
20.197439948558504,-72.09039266069819,0.0025538386721706847
20.20480840276896,-71.50846423836897,0.002645085605184722
20.21217685697942,-70.9263918850321,0.0027358644840135933
20.219545311189876,-70.34416536350766,0.00282616220344176
20.226913765400333,-69.76177564472627,0.0029159651095900106
20.23428221961079,-69.17921479417785,0.003005259019025228
20.241650673821248,-68.59647585915066,0.003094029237867747
20.249019128031705,-68.0135527560705,0.0031822605809905253
20.256387582242162,-67.43044015806016,0.003269937391275466
20.26375603645262,-66.84713338250195,0.0033570435589411435
20.271124490663077,-66.26362827801333,0.003443562541007224
20.282474990085515,-65.36438992951291,0.003575649741306182
20.293825489507952,-64.4646597786924,0.0037062394924552264
20.30517598893039,-63.5644260554012,0.003835265975700067
20.316526488352828,-62.6636765100168,0.003962661520427322
20.327876987775266,-61.762397192531836,0.0040883568003654246
20.339227487197704,-60.86057109021811,0.0042122810429529095
20.35057798662014,-59.95817657120385,0.0043343622554483895
20.36192848604258,-59.05518556656084,0.00445452747194731
20.373278985465017,-58.15156140881242,0.004572703025521859
20.384629484887455,-57.24725622665146,0.004688814849646673
20.395979984309893,-56.34220777235345,0.00480278881300411
20.40733048373233,-55.436335530212986,0.004914551091404269
20.41868098315477,-54.52953592168053,0.00502402857960827
20.430031482577206,-53.62167638533156,0.005131149344101725
20.441381981999644,-52.712588066922955,0.0052358431150935445
20.452732481422082,-51.802056806734115,0.005338041811854817
20.46408298084452,-50.88981205886309,0.0054376800894956135
20.475433480266958,-49.97551332478194,0.0055346958865172
20.486783979689395,-49.058733604829875,0.005629030943138713
20.498134479111833,-48.138939363959466,0.005720631240185063
20.5,-47.98743361838416,0.005735421130611553
20.50013450099717,-47.987266215448855,0.005735437114125862
20.50026900199434,-47.98709828372374,0.005735453149086797
20.5006365245517,-47.98663677365565,0.005735497221123064
20.501004047109063,-47.98617173635352,0.005735541636219577
20.501371569666425,-47.985702866358416,0.005735586424138652
20.501739092223787,-47.98523005272351,0.005735631595678217
20.502488132274657,-47.98425400092431,0.005735724867004427
20.50387896890949,-47.98239701511675,0.005735902396308071
20.505974820935176,-47.97948763231122,0.005736180718696965
20.508070672960862,-47.97644278090597,0.005736472212145558
20.51016652498655,-47.97326003368453,0.00573677710901802
20.51355146834324,-47.96782213893328,0.005737298449242263
20.516936411699934,-47.96200837196688,0.005737856295653294
20.520321355056627,-47.95580832765316,0.005738451639300895
20.52370629841332,-47.94921146894605,0.005739085481628928
20.529608862603368,-47.93672835515473,0.005740285735568325
20.535511426793416,-47.922954286233264,0.005741611017343055
20.545460612665536,-47.89667148680508,0.005744141300509692
20.555409798537656,-47.86633092240334,0.005747063088240063
20.565358984409777,-47.83169740549053,0.00575039787464551
20.575308170281897,-47.79254454425456,0.005754165986871906
20.585257356154017,-47.74865418028904,0.005758386606038648
20.600484346740842,-47.671828484212085,0.0057657633365908465
20.615711337327667,-47.58268779460154,0.005774302109477646
20.630938327914492,-47.4805391090795,0.005784057159220727
20.646165318501318,-47.36471500725669,0.005795077337398843
20.661392309088143,-47.23456587499673,0.0058074065279997405
20.676619299674968,-47.08945143132467,0.005821084097301496
20.691846290261793,-46.928731454803504,0.005836145375960188
20.70707328084862,-46.751756004057796,0.0058526221307484095
20.722300271435444,-46.557854724850536,0.005870543046920972
20.73752726202227,-46.346325618464014,0.005889934164872737
20.752754252609094,-46.11642310567868,0.00591081926231378
20.76798124319592,-45.86734520242163,0.005933220169633143
20.783208233782744,-45.59821962612514,0.005957156999372986
20.79843522436957,-45.30808862323555,0.005982648265337849
20.813662214956395,-44.99589225074204,0.0060097108618968
20.82888920554322,-44.66044977569575,0.00603835986709157
20.844116196130045,-44.30043878369235,0.006068608122685129
20.85934318671687,-43.91437150699194,0.00610046552942957
20.869973759025758,-43.62851193367672,0.0061236634997687035
20.880604331334645,-43.32850441233158,0.0061476491666200605
20.891234903643532,-43.01365476185595,0.0061724214179680985
20.90186547595242,-42.68320406850393,0.006197977024366068
20.912496048261307,-42.336321240584994,0.0062243101329351675
20.923126620570194,-41.97209471888095,0.00625141163454755
20.93375719287908,-41.58952334307861,0.006279268367630102
20.94438776518797,-41.18750691465929,0.006307862078825751
20.955018337496856,-40.76483474146192,0.006337168217306049
20.965648909805743,-40.32017317889141,0.006367154424421152
20.97627948211463,-39.85205185254724,0.006397778670807782
20.986910054423518,-39.35884827549729,0.006428986975224637
20.997540626732405,-38.8387707100125,0.00646071061262215
21.008171199041293,-38.28983919923518,0.006492862695677108
21.015548214684603,-37.890808257720785,0.006515369534556624
21.022925230327914,-37.47603778148077,0.0065379866056450115
21.030302245971225,-37.04467349633271,0.00656066261838086
21.037679261614535,-36.5957998357609,0.0065833378343966385
21.045056277257846,-36.12843546456603,0.0066059428177611705
21.052433292901156,-35.6415286549512,0.006628397007903164
21.059810308544467,-35.133952774745524,0.006650607084383886
21.067187324187778,-34.6045018988163,0.0066724651097099874
21.07456433983109,-34.05188655179297,0.006693846438194723
21.0819413554744,-33.47472969460625,0.006714607376985075
21.08931837111771,-32.87156315815066,0.00673458258802505
21.09669538676102,-32.24082478422523,0.006753582228427743
21.10407240240433,-31.580856584696537,0.006771388840725622
21.11144941804764,-30.889904296599724,0.006787754024096331
21.118826433690952,-30.166118797012878,0.006802394944701059
21.126203449334263,-29.40755994158565,0.006814990780092891
21.133580464977573,-28.61220369629704,0.006825179239305185
21.140957480620884,-27.77795234299123,0.006832553378459087
21.148334496264194,-26.902650619590926,0.006836658967935641
21.15325006737925,-26.295533322478153,0.006837333702783917
21.158165638494307,-25.66856401321256,0.006836173671289553
21.163081209609363,-25.021094214495406,0.006833008297411568
21.16799678072442,-24.352483267044803,0.00682765780780744
21.172912351839475,-23.662104724469494,0.006819933889783241
21.17782792295453,-22.94935348906704,0.006809640664343614
21.182743494069587,-22.213654010902278,0.006796576001885025
21.187659065184643,-21.454469273049053,0.006780533228835819
21.1925746362997,-20.671310779530934,0.006761303271139661
21.197490207414756,-19.863749620751314,0.006738677268877675
21.202405778529812,-19.031428586265495,0.006712449679430609
21.20578252349922,-18.44517398484775,0.006692242264066455
21.20915926846863,-17.847042218291804,0.006670179682997978
21.212536013438037,-17.236995994963525,0.006646203494450676
21.215912758407445,-16.615024257098117,0.0066202590553076325
21.219289503376853,-15.981144682295282,0.006592296273519942
21.22266624834626,-15.335406267142824,0.00656227038987445
21.22604299331567,-14.677891816906783,0.0065301427661900195
21.229419738285078,-14.00872036064964,0.006495881671551041
21.232796483254486,-13.32804954049898,0.006459463061646797
21.23790223892686,-12.277467223987825,0.006400267356039562
21.24151426502773,-11.519111502206089,0.006355381274616965
21.245126291128603,-10.748647166638504,0.006308013332934378
21.248738317229474,-9.966521728206942,0.006258189024507137
21.252350343330345,-9.173248724820407,0.006205948867888821
21.255962369431217,-8.369409590627628,0.0061513490565499145
21.259574395532088,-7.5556557213374855,0.006094461981077557
21.26318642163296,-6.732710076537912,0.006035376605981307
21.26679844773383,-5.90136797202253,0.005974198675662565
21.2704104738347,-5.06249716879224,0.00591105072641867
21.274022499935572,-4.217037398823373,0.005846071886257635
21.277634526036444,-3.3659992467013122,0.00577941744411617
21.281246552137315,-2.51046218375563,0.005711258167794079
21.284858578238186,-1.6515716307743091,0.005641779355206093
21.288470604339057,-0.7905348606851438,0.00557117959485214
21.29208263043993,0.07138406816284011,0.005499669260314434
21.294670937873992,0.6888304168372545,0.005447988728161431
21.297259245308055,1.3055577645053305,0.005396037345883806
21.29984755274212,1.9210586017662263,0.00534390051124545
21.302435860176182,2.5348172469897543,0.005291664876324807
21.305024167610245,3.146311672640573,0.005239417888666314
21.30761247504431,3.755015502545195,0.005187247313085517
21.310200782478372,4.3604000943637455,0.005135240746722138
21.312789089912435,4.961936672603015,0.005083485135761571
21.3153773973465,5.55909852246604,0.005032066297502021
21.317965704780562,6.151363247010765,0.004981068451540661
21.320554012214625,6.738215062919577,0.0049305737661434566
21.32314231964869,7.319147101276945,0.0048806619264917936
21.325730627082752,7.893663688641248,0.004831409730175045
21.328318934516815,8.461282591439273,0.004782890713869346
21.33226594362423,9.312536732958813,0.0047104707737158314
21.336212952731643,10.14509725338485,0.004640147681845755
21.340159961839056,10.95750339912163,0.0045721285712892815
21.34410697094647,11.748421195054156,0.004506595941177267
21.348053980053884,12.516655988993092,0.004443706681632108
21.350908163623476,13.057457473559754,0.004399951697290729
21.35270455807262,13.391312281661564,0.004373175565427618
21.35397117696544,13.623630114782411,0.004354656200017403
21.35523779585826,13.853372410234094,0.004336437904579555
21.356504414751083,14.080516084820522,0.004318523161784221
21.35728838410276,14.219794505892345,0.00430758796165221
21.358072353454435,14.358064481492132,0.00429677038230353
21.358826322801463,14.49008784902992,0.004286478121170581
21.35958029214849,14.621170600883937,0.004276295413904364
21.360334261495517,14.751309213876121,0.004266222585938339
21.361088230842544,14.880500385172605,0.004256259931357184
21.36184220018957,15.008741031928633,0.0042464077132489545
21.362596169536598,15.136028290923736,0.004236666164057768
21.363350138883625,15.262359517952483,0.004227035485962655
21.364104108230652,15.387732286988367,0.004217515851279922
21.36485807757768,15.512144389245444,0.0042081074028747474
21.365612046924706,15.635593832181403,0.004198810254576753
21.366366016271733,15.758078838399888,0.004189624491604002
21.367543365883066,15.947410997048278,0.004175503492939801
21.368720715494398,16.13438281184498,0.004161654308958944
21.36989806510573,16.31899061393848,0.004148076861625545
21.371075414717062,16.501231968858,0.004134770916617489
21.372969967204224,16.78951830624868,0.004113928357478662
21.374864519691386,17.071675570238003,0.0040937853817827234
21.376759072178547,17.34771300410226,0.004074338648221143
21.37865362466571,17.617647437791398,0.004055583927626268
21.38054817715287,17.881503021596735,0.004037516155161484
21.382442729640033,18.139310953539553,0.004020129481348597
21.384337282127195,18.391109192705983,0.004003417322881982
21.387274755682075,18.769741558540424,0.003978821871384562
21.390212229236955,19.134229304612774,0.003955800301837148
21.393149702791835,19.484799512982658,0.003934319355318542
21.396087176346715,19.82170874803517,0.003914342998432365
21.399024649901595,20.145239842870172,0.003895832853225946
21.404158395431505,20.679475726498328,0.003866881587677858
21.409292140961416,21.175572605113388,0.003842058245209691
21.414425886491326,21.635449278655273,0.003821126982471331
21.419559632021237,22.061122093315753,0.00380384719310846
21.424693377551147,22.454664347859307,0.0037899775503433446
21.429827123081058,22.81817005592327,0.003779279397962314
21.43496086861097,23.15372251492075,0.0037715195157976573
21.44009461414088,23.463367976628447,0.0037664722845955853
21.44522835967079,23.74909429384292,0.0037639213126259116
21.4503621052007,24.01281415212028,0.0037636606050613147
21.45549585073061,24.256352442681663,0.003765495348613436
21.46062959626052,24.48143733849004,0.003769242370252926
21.46576334179043,24.689694612304553,0.003774730323265648
21.470897087320342,24.88264470831973,0.003781799652493446
21.476030832850252,25.061702086843535,0.0037903023865914405
21.481164578380163,25.22817640129819,0.003800101798057512
21.486298323910074,25.38327511589835,0.0038110719647405362
21.491432069439984,25.528107219352727,0.003823097261061742
21.496565814969895,25.663687735814847,0.003836071802704747
21.501699560499805,25.79094278017223,0.0038498988643083532
21.506833306029716,25.910714948255844,0.0038644902857634814
21.511967051559626,26.023768871601078,0.003879765879351177
21.519802134857322,26.184908386704684,0.003904235377630009
21.527637218155018,26.33416127058099,0.003929901928581327
21.535472301452714,26.473374989984677,0.003956569392000698
21.54330738475041,26.604118865775426,0.003984070129761848
21.551142468048106,26.727721258790872,0.00401226131130831
21.5589775513458,26.84530287420763,0.00404102160923467
21.566812634643497,26.95780648163792,0.0040702482425893785
21.574647717941193,27.066023198408363,0.004099854352341422
21.58248280123889,27.170615412710163,0.0041297667029381886
21.590317884536585,27.272136550407833,0.004159923689616242
21.59815296783428,27.371048036911986,0.004190273616086631
21.605988051131977,27.467733834059214,0.004220773205815095
21.613823134429673,27.562512865844543,0.004251386318063656
21.62165821772737,27.655649581728497,0.004282082846528053
21.629493301025065,27.74736288637642,0.004312837779706561
21.63732838432276,27.837833665562464,0.004343630401315459
21.645163467620456,27.927211123924327,0.004374443610109993
21.652998550918152,28.015618116835018,0.004405263341736981
